,word_appear_set,class_word_appear_set,word_doc_set,doc_class_set,bdc
atchison,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 3, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
holling,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
szynkarski,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
overfund,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
limbo,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
contl,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
chesebrough-pond,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
stumbl,"[0, 2, 0, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.681144558334
rockwood,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
ito,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 3, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
valv,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
pant,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 3, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
centenni,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
itc,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
samudio,"[0, 0, 3, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
itx,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
baell,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
kinder-car,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
aldershot,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
pst,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
reiner,"[0, 0, 0, 0, 0, 3, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
compel,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
bishop,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
sl,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
post-tax,"[1, 1, 1, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.578731226243
enger,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
tel-a-data,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
diet,"[0, 0, 1, 0, 2, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 2, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.725766320722
sq,"[0, 1, 2, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 2, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.828459862046
msa,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
ss,"[1, 0, 0, 0, 0, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.919030935356
ka-sh,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
ankara,"[0, 0, 3, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 2, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
ansi,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
three-,"[0, 0, 0, 0, 1, 2, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 0, 1, 2, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.736136120788
closest,"[0, 0, 1, 0, 2, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 2, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.725766320722
noble,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
hardart,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
acton,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
rehear,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
flood,"[0, 1, 0, 0, 0, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 2]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.917778586277
smelt,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
flagship,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
ivey,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
stafford,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
cistron,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
joel,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
smbsst,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
braddock,"[2, 0, 0, 0, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.773029207427
passiv,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
out-of-court,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
mood,"[0, 0, 0, 2, 0, 0, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 2, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.685788400676
prsl,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
bdm,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
circular,"[0, 0, 0, 0, 3, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 0, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
minori,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 3, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
frenzel,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
mccormick,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
freer,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 3, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
secretariat,"[0, 0, 2, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 2, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.706451779852
moham,"[0, 0, 2, 0, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 2, 0, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.672988007745
chesapeak,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
canrad,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
apd,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
lanston,"[0, 0, 0, 0, 2, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 0, 1, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.669618146276
chevrolet,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
children,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
gibraltar,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
convey,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 3, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
dougherti,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
dunn,"[0, 2, 1, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.691137252243
msu,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
swpchk,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
onomichi,"[0, 0, 0, 0, 0, 0, 0, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 0, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
textron,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
uk-bas,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
erod,"[2, 0, 0, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.682358789268
conant,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
chatwal,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
saul,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
rowley-sch,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
deeper,"[0, 0, 2, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.706451779852
scenario,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
born,"[1, 0, 0, 1, 1, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 1, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.558269140722
suez,"[0, 0, 1, 0, 0, 0, 0, 2]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.804197144877
widdrington,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
makoto,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 3, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
oesterreichisch,"[2, 0, 0, 0, 0, 1, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 1, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.773029207427
tumaco,"[0, 0, 3, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
robot,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
maya,"[0, 0, 3, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 2, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
fn,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
agrico,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
omcm,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
affirm,"[0, 2, 1, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.691137252243
computer-bas,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
goldberg,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
jerri,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[3, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
louw,"[0, 0, 0, 0, 0, 0, 0, 3]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 0, 0, 0, 0, 3]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
rock,"[0, 2, 0, 0, 0, 0, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 2, 0, 0, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.800170295966
staunch,"[0, 0, 0, 1, 0, 2, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 1, 0, 2, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.791686418799
generalis,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 3, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
loss-mak,"[1, 1, 0, 1, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 1, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.556600273023
month-end,"[0, 0, 1, 0, 2, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 1, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.725766320722
recept,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
armacost,"[0, 0, 0, 3, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 2, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
hum,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
rent-a-car,"[3, 0, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[2, 0, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
prosper,"[0, 0, 0, 2, 0, 0, 0, 1]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 0, 1, 0, 0, 0, 1]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.685788400676
nomura,"[2, 1, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.692352629535
towbin,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 2, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
pette,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
telcom,"[0, 3, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
elder-beerman,"[1, 2, 0, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[1, 1, 0, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",0.695486935294
guerard,"[0, 0, 3, 0, 0, 0, 0, 0]","[190530, 186541, 48448, 56665, 33575, 20966, 10335, 15933]","[0, 0, 1, 0, 0, 0, 0, 0]","[2673, 1435, 223, 225, 176, 140, 70, 107]",1.0
